ensembl_gene_id,gene_biotype,gene
ENSG00000101844,protein_coding,ATG4A
ENSG00000101846,protein_coding,STS
ENSG00000101849,protein_coding,TBL1X
ENSG00000101850,protein_coding,GPR143
ENSG00000101856,protein_coding,PGRMC1
ENSG00000101868,protein_coding,POLA1
ENSG00000101871,protein_coding,MID1
ENSG00000101882,protein_coding,NKAP
ENSG00000101883,protein_coding,RHOXF1
ENSG00000101890,protein_coding,GUCY2F
ENSG00000101901,protein_coding,ALG13
ENSG00000101911,protein_coding,PRPS2
ENSG00000101928,protein_coding,MOSPD1
ENSG00000101935,protein_coding,AMMECR1
ENSG00000101938,protein_coding,CHRDL1
ENSG00000101940,protein_coding,WDR13
ENSG00000101945,protein_coding,SUV39H1
ENSG00000101955,protein_coding,SRPX
ENSG00000101958,protein_coding,GLRA2
ENSG00000101966,protein_coding,XIAP
ENSG00000101972,protein_coding,STAG2
ENSG00000101974,protein_coding,ATP11C
ENSG00000101977,protein_coding,MCF2
ENSG00000101997,protein_coding,CCDC22
ENSG00000102001,protein_coding,CACNA1F
ENSG00000102003,protein_coding,SYP
ENSG00000102007,protein_coding,PLP2
ENSG00000102010,protein_coding,BMX
ENSG00000102024,protein_coding,PLS3
ENSG00000102032,protein_coding,RENBP
ENSG00000102038,protein_coding,SMARCA1
ENSG00000102043,protein_coding,MTMR8
ENSG00000102048,protein_coding,ASB9
ENSG00000102053,protein_coding,ZC3H12B
ENSG00000102054,protein_coding,RBBP7
ENSG00000102078,protein_coding,SLC25A14
ENSG00000102081,protein_coding,FMR1
ENSG00000102096,protein_coding,PIM2
ENSG00000102098,protein_coding,SCML2
ENSG00000102100,protein_coding,SLC35A2
ENSG00000102103,protein_coding,PQBP1
ENSG00000102109,protein_coding,PCSK1N
ENSG00000102119,protein_coding,EMD
ENSG00000102125,protein_coding,TAZ
ENSG00000102144,protein_coding,PGK1
ENSG00000102158,protein_coding,MAGT1
ENSG00000102172,protein_coding,SMS
ENSG00000102174,protein_coding,PHEX
ENSG00000102178,protein_coding,UBL4A
ENSG00000102181,protein_coding,CD99L2
ENSG00000102189,protein_coding,EEA1
ENSG00000102218,protein_coding,RP2
ENSG00000102221,protein_coding,JADE3
ENSG00000102225,protein_coding,CDK16
ENSG00000102226,protein_coding,USP11
ENSG00000102230,protein_coding,PCYT1B
ENSG00000102241,protein_coding,HTATSF1
ENSG00000102265,protein_coding,TIMP1
ENSG00000102271,protein_coding,KLHL4
ENSG00000102287,protein_coding,GABRE
ENSG00000102290,protein_coding,PCDH11X
ENSG00000102302,protein_coding,FGD1
ENSG00000102309,protein_coding,PIN4
ENSG00000102312,protein_coding,PORCN
ENSG00000102316,protein_coding,MAGED2
ENSG00000102317,protein_coding,RBM3
ENSG00000102349,protein_coding,KLF8
ENSG00000102359,protein_coding,SRPX2
ENSG00000102362,protein_coding,SYTL4
ENSG00000102383,protein_coding,ZDHHC15
ENSG00000102384,protein_coding,CENPI
ENSG00000102385,protein_coding,DRP2
ENSG00000102387,protein_coding,TAF7L
ENSG00000102390,protein_coding,PBDC1
ENSG00000102393,protein_coding,GLA
ENSG00000102401,protein_coding,ARMCX3
ENSG00000102409,protein_coding,BEX4
ENSG00000102445,protein_coding,RUBCNL
ENSG00000102452,protein_coding,NALCN
ENSG00000102466,protein_coding,FGF14
ENSG00000102468,protein_coding,HTR2A
ENSG00000102471,protein_coding,NDFIP2
ENSG00000102524,protein_coding,TNFSF13B
ENSG00000102531,protein_coding,FNDC3A
ENSG00000102543,protein_coding,CDADC1
ENSG00000102547,protein_coding,CAB39L
ENSG00000102554,protein_coding,KLF5
ENSG00000102572,protein_coding,STK24
ENSG00000102580,protein_coding,DNAJC3
ENSG00000102595,protein_coding,UGGT2
ENSG00000102606,protein_coding,ARHGEF7
ENSG00000102678,protein_coding,FGF9
ENSG00000102683,protein_coding,SGCG
ENSG00000102699,protein_coding,PARP4
ENSG00000102710,protein_coding,SUPT20H
ENSG00000102738,protein_coding,MRPS31
ENSG00000102743,protein_coding,SLC25A15
ENSG00000102753,protein_coding,KPNA3
ENSG00000102755,protein_coding,FLT1
ENSG00000102760,protein_coding,RGCC
ENSG00000102763,protein_coding,VWA8
ENSG00000102780,protein_coding,DGKH
ENSG00000102781,protein_coding,KATNAL1
ENSG00000102786,protein_coding,INTS6
ENSG00000102796,protein_coding,DHRS12
ENSG00000102804,protein_coding,TSC22D1
ENSG00000102805,protein_coding,CLN5
ENSG00000102858,protein_coding,MGRN1
ENSG00000102870,protein_coding,ZNF629
ENSG00000102871,protein_coding,TRADD
ENSG00000102878,protein_coding,HSF4
ENSG00000102879,protein_coding,CORO1A
ENSG00000102882,protein_coding,MAPK3
ENSG00000102890,protein_coding,ELMO3
ENSG00000102893,protein_coding,PHKB
ENSG00000102897,protein_coding,LYRM1
ENSG00000102898,protein_coding,NUTF2
ENSG00000102900,protein_coding,NUP93
ENSG00000102901,protein_coding,CENPT
ENSG00000102904,protein_coding,TSNAXIP1
ENSG00000102908,protein_coding,NFAT5
ENSG00000102910,protein_coding,LONP2
ENSG00000102921,protein_coding,N4BP1
ENSG00000102924,protein_coding,CBLN1
ENSG00000102931,protein_coding,ARL2BP
ENSG00000102934,protein_coding,PLLP
ENSG00000102935,protein_coding,ZNF423
ENSG00000102967,protein_coding,DHODH
ENSG00000102974,protein_coding,CTCF
ENSG00000102977,protein_coding,ACD
ENSG00000102978,protein_coding,POLR2C
ENSG00000102981,protein_coding,PARD6A
ENSG00000102984,protein_coding,ZNF821
ENSG00000102996,protein_coding,MMP15
ENSG00000103005,protein_coding,USB1
ENSG00000103018,protein_coding,CYB5B
ENSG00000103021,protein_coding,CCDC113
ENSG00000103024,protein_coding,NME3
ENSG00000103034,protein_coding,NDRG4
ENSG00000103035,protein_coding,PSMD7
ENSG00000103037,protein_coding,SETD6
ENSG00000103042,protein_coding,SLC38A7
ENSG00000103043,protein_coding,VAC14
ENSG00000103047,protein_coding,TANGO6
ENSG00000103051,protein_coding,COG4
ENSG00000103056,protein_coding,SMPD3
ENSG00000103061,protein_coding,SLC7A6OS
ENSG00000103064,protein_coding,SLC7A6
ENSG00000103066,protein_coding,PLA2G15
ENSG00000103089,protein_coding,FA2H
ENSG00000103091,protein_coding,WDR59
ENSG00000103111,protein_coding,MON1B
ENSG00000103121,protein_coding,CMC2
ENSG00000103126,protein_coding,AXIN1
ENSG00000103145,protein_coding,HCFC1R1
ENSG00000103148,protein_coding,NPRL3
ENSG00000103152,protein_coding,MPG
ENSG00000103154,protein_coding,NECAB2
ENSG00000103160,protein_coding,HSDL1
ENSG00000103168,protein_coding,TAF1C
ENSG00000103174,protein_coding,NAGPA
ENSG00000103175,protein_coding,WFDC1
ENSG00000103184,protein_coding,SEC14L5
ENSG00000103187,protein_coding,COTL1
ENSG00000103194,protein_coding,USP10
ENSG00000103196,protein_coding,CRISPLD2
ENSG00000103197,protein_coding,TSC2
ENSG00000103199,protein_coding,ZNF500
ENSG00000103202,protein_coding,NME4
ENSG00000103222,protein_coding,ABCC1
ENSG00000103226,protein_coding,NOMO3
ENSG00000103227,protein_coding,LMF1
ENSG00000103245,protein_coding,CIAO3
ENSG00000103248,protein_coding,MTHFSD
ENSG00000103249,protein_coding,CLCN7
ENSG00000103253,protein_coding,HAGHL
ENSG00000103254,protein_coding,ANTKMT
ENSG00000103257,protein_coding,SLC7A5
ENSG00000103260,protein_coding,METRN
ENSG00000103264,protein_coding,FBXO31
ENSG00000103266,protein_coding,STUB1
ENSG00000103269,protein_coding,RHBDL1
ENSG00000103274,protein_coding,NUBP1
ENSG00000103275,protein_coding,UBE2I
ENSG00000103316,protein_coding,CRYM
ENSG00000103319,protein_coding,EEF2K
ENSG00000103326,protein_coding,CAPN15
ENSG00000103335,protein_coding,PIEZO1
ENSG00000103342,protein_coding,GSPT1
ENSG00000103351,protein_coding,CLUAP1
ENSG00000103353,protein_coding,UBFD1
ENSG00000103356,protein_coding,EARS2
ENSG00000103363,protein_coding,ELOB
ENSG00000103365,protein_coding,GGA2
ENSG00000103381,protein_coding,CPPED1
ENSG00000103404,protein_coding,USP31
ENSG00000103415,protein_coding,HMOX2
ENSG00000103423,protein_coding,DNAJA3
ENSG00000103429,protein_coding,BFAR
ENSG00000103449,protein_coding,SALL1
ENSG00000103460,protein_coding,TOX3
ENSG00000103479,protein_coding,RBL2
ENSG00000103485,protein_coding,QPRT
ENSG00000103489,protein_coding,XYLT1
ENSG00000103490,protein_coding,PYCARD
ENSG00000103494,protein_coding,RPGRIP1L
ENSG00000103495,protein_coding,MAZ
ENSG00000103496,protein_coding,STX4
ENSG00000103502,protein_coding,CDIPT
ENSG00000103507,protein_coding,BCKDK
ENSG00000103510,protein_coding,KAT8
ENSG00000103512,protein_coding,NOMO1
ENSG00000103522,protein_coding,IL21R
ENSG00000103528,protein_coding,SYT17
ENSG00000103534,protein_coding,TMC5
ENSG00000103540,protein_coding,CCP110
ENSG00000103544,protein_coding,VPS35L
ENSG00000103549,protein_coding,RNF40
ENSG00000103550,protein_coding,KNOP1
ENSG00000103569,protein_coding,AQP9
ENSG00000103591,protein_coding,AAGAB
ENSG00000103599,protein_coding,IQCH
ENSG00000103642,protein_coding,LACTB
ENSG00000103647,protein_coding,CORO2B
ENSG00000103653,protein_coding,CSK
ENSG00000103657,protein_coding,HERC1
ENSG00000103671,protein_coding,TRIP4
ENSG00000103707,protein_coding,MTFMT
ENSG00000103723,protein_coding,AP3B2
ENSG00000103740,protein_coding,ACSBG1
ENSG00000103742,protein_coding,IGDCC4
ENSG00000103769,protein_coding,RAB11A
ENSG00000103811,protein_coding,CTSH
ENSG00000103852,protein_coding,TTC23
ENSG00000103855,protein_coding,CD276
ENSG00000103876,protein_coding,FAH
ENSG00000103888,protein_coding,CEMIP
ENSG00000103932,protein_coding,RPAP1
ENSG00000103942,protein_coding,HOMER2
ENSG00000103966,protein_coding,EHD4
ENSG00000103978,protein_coding,TMEM87A
ENSG00000103994,protein_coding,ZNF106
ENSG00000103995,protein_coding,CEP152
ENSG00000104043,protein_coding,ATP8B4
ENSG00000104044,protein_coding,OCA2
ENSG00000104047,protein_coding,DTWD1
ENSG00000104059,protein_coding,FAM189A1
ENSG00000104064,protein_coding,GABPB1
ENSG00000104067,protein_coding,TJP1
ENSG00000104093,protein_coding,DMXL2
ENSG00000104112,protein_coding,SCG3
ENSG00000104129,protein_coding,DNAJC17
ENSG00000104131,protein_coding,EIF3J
ENSG00000104133,protein_coding,SPG11
ENSG00000104140,protein_coding,RHOV
ENSG00000104142,protein_coding,VPS18
ENSG00000104147,protein_coding,OIP5
ENSG00000104154,protein_coding,SLC30A4
ENSG00000104177,protein_coding,MYEF2
ENSG00000104205,protein_coding,SGK3
ENSG00000104213,protein_coding,PDGFRL
ENSG00000104218,protein_coding,CSPP1
ENSG00000104219,protein_coding,ZDHHC2
ENSG00000104221,protein_coding,BRF2
ENSG00000104228,protein_coding,TRIM35
ENSG00000104231,protein_coding,ZFAND1
ENSG00000104267,protein_coding,CA2
ENSG00000104290,protein_coding,FZD3
ENSG00000104299,protein_coding,INTS9
ENSG00000104312,protein_coding,RIPK2
ENSG00000104313,protein_coding,EYA1
ENSG00000104320,protein_coding,NBN
ENSG00000104324,protein_coding,CPQ
ENSG00000104325,protein_coding,DECR1
ENSG00000104327,protein_coding,CALB1
ENSG00000104331,protein_coding,IMPAD1
ENSG00000104332,protein_coding,SFRP1
ENSG00000104341,protein_coding,LAPTM4B
ENSG00000104356,protein_coding,POP1
ENSG00000104361,protein_coding,NIPAL2
ENSG00000104365,protein_coding,IKBKB
ENSG00000104368,protein_coding,PLAT
ENSG00000104369,protein_coding,JPH1
ENSG00000104375,protein_coding,STK3
ENSG00000104381,protein_coding,GDAP1
ENSG00000104388,protein_coding,RAB2A
ENSG00000104408,protein_coding,EIF3E
ENSG00000104412,protein_coding,EMC2
ENSG00000104413,protein_coding,ESRP1
ENSG00000104415,protein_coding,CCN4
ENSG00000104419,protein_coding,NDRG1
ENSG00000104427,protein_coding,ZC2HC1A
ENSG00000104432,protein_coding,IL7
ENSG00000104435,protein_coding,STMN2
ENSG00000104442,protein_coding,ARMC1
ENSG00000104447,protein_coding,TRPS1
ENSG00000104450,protein_coding,SPAG1
ENSG00000104472,protein_coding,CHRAC1
ENSG00000104490,protein_coding,NCALD
ENSG00000104497,protein_coding,SNX16
ENSG00000104499,protein_coding,GML
ENSG00000104517,protein_coding,UBR5
ENSG00000104522,protein_coding,TSTA3
ENSG00000104524,protein_coding,PYCR3
ENSG00000104529,protein_coding,EEF1D
ENSG00000104549,protein_coding,SQLE
ENSG00000104611,protein_coding,SH2D4A
ENSG00000104613,protein_coding,INTS10
ENSG00000104626,protein_coding,ERI1
ENSG00000104635,protein_coding,SLC39A14
ENSG00000104643,protein_coding,MTMR9
ENSG00000104660,protein_coding,LEPROTL1
ENSG00000104671,protein_coding,DCTN6
ENSG00000104679,protein_coding,R3HCC1
ENSG00000104687,protein_coding,GSR
ENSG00000104689,protein_coding,TNFRSF10A
ENSG00000104695,protein_coding,PPP2CB
ENSG00000104714,protein_coding,ERICH1
ENSG00000104722,protein_coding,NEFM
ENSG00000104723,protein_coding,TUSC3
ENSG00000104728,protein_coding,ARHGEF10
ENSG00000104731,protein_coding,KLHDC4
ENSG00000104738,protein_coding,MCM4
ENSG00000104756,protein_coding,KCTD9
ENSG00000104760,protein_coding,FGL1
ENSG00000104763,protein_coding,ASAH1
ENSG00000104765,protein_coding,BNIP3L
ENSG00000104774,protein_coding,MAN2B1
ENSG00000104783,protein_coding,KCNN4
ENSG00000104804,protein_coding,TULP2
ENSG00000104805,protein_coding,NUCB1
ENSG00000104808,protein_coding,DHDH
ENSG00000104812,protein_coding,GYS1
ENSG00000104814,protein_coding,MAP4K1
ENSG00000104823,protein_coding,ECH1
ENSG00000104824,protein_coding,HNRNPL
ENSG00000104825,protein_coding,NFKBIB
ENSG00000104833,protein_coding,TUBB4A
ENSG00000104835,protein_coding,SARS2
ENSG00000104852,protein_coding,SNRNP70
ENSG00000104853,protein_coding,CLPTM1
ENSG00000104856,protein_coding,RELB
ENSG00000104859,protein_coding,CLASRP
ENSG00000104863,protein_coding,LIN7B
ENSG00000104870,protein_coding,FCGRT
ENSG00000104872,protein_coding,PIH1D1
ENSG00000104880,protein_coding,ARHGEF18
ENSG00000104881,protein_coding,PPP1R13L
ENSG00000104883,protein_coding,PEX11G
ENSG00000104884,protein_coding,ERCC2
ENSG00000104885,protein_coding,DOT1L
ENSG00000104886,protein_coding,PLEKHJ1
ENSG00000104888,protein_coding,SLC17A7
ENSG00000104889,protein_coding,RNASEH2A
ENSG00000104894,protein_coding,CD37
ENSG00000104897,protein_coding,SF3A2
ENSG00000104899,protein_coding,AMH
ENSG00000104903,protein_coding,LYL1
ENSG00000104904,protein_coding,OAZ1
ENSG00000104907,protein_coding,TRMT1
ENSG00000104915,protein_coding,STX10
ENSG00000104936,protein_coding,DMPK
ENSG00000104946,protein_coding,TBC1D17
ENSG00000104951,protein_coding,IL4I1
ENSG00000104957,protein_coding,CCDC130
ENSG00000104960,protein_coding,PTOV1
ENSG00000104964,protein_coding,TLE5
ENSG00000104967,protein_coding,NOVA2
ENSG00000104969,protein_coding,SGTA
ENSG00000104972,protein_coding,LILRB1
ENSG00000104973,protein_coding,MED25
ENSG00000104976,protein_coding,SNAPC2
ENSG00000104979,protein_coding,C19orf53
ENSG00000104980,protein_coding,TIMM44
ENSG00000104983,protein_coding,CCDC61
ENSG00000104998,protein_coding,IL27RA
ENSG00000105011,protein_coding,ASF1B
ENSG00000105048,protein_coding,TNNT1
ENSG00000105053,protein_coding,VRK3
ENSG00000105058,protein_coding,FAM32A
ENSG00000105063,protein_coding,PPP6R1
ENSG00000105072,protein_coding,C19orf44
ENSG00000105088,protein_coding,OLFM2
ENSG00000105127,protein_coding,AKAP8
ENSG00000105135,protein_coding,ILVBL
ENSG00000105143,protein_coding,SLC1A6
ENSG00000105171,protein_coding,POP4
ENSG00000105173,protein_coding,CCNE1
ENSG00000105176,protein_coding,URI1
ENSG00000105185,protein_coding,PDCD5
ENSG00000105186,protein_coding,ANKRD27
ENSG00000105197,protein_coding,TIMM50
ENSG00000105202,protein_coding,FBL
ENSG00000105204,protein_coding,DYRK1B
ENSG00000105219,protein_coding,CNTD2
ENSG00000105220,protein_coding,GPI
ENSG00000105221,protein_coding,AKT2
ENSG00000105223,protein_coding,PLD3
ENSG00000105227,protein_coding,PRX
ENSG00000105229,protein_coding,PIAS4
ENSG00000105245,protein_coding,NUMBL
ENSG00000105246,protein_coding,EBI3
ENSG00000105248,protein_coding,YJU2
ENSG00000105251,protein_coding,SHD
ENSG00000105254,protein_coding,TBCB
ENSG00000105255,protein_coding,FSD1
ENSG00000105258,protein_coding,POLR2I
ENSG00000105270,protein_coding,CLIP3
ENSG00000105278,protein_coding,ZFR2
ENSG00000105287,protein_coding,PRKD2
ENSG00000105289,protein_coding,TJP3
ENSG00000105290,protein_coding,APLP1
ENSG00000105298,protein_coding,CACTIN
ENSG00000105321,protein_coding,CCDC9
ENSG00000105323,protein_coding,HNRNPUL1
ENSG00000105325,protein_coding,FZR1
ENSG00000105327,protein_coding,BBC3
ENSG00000105329,protein_coding,TGFB1
ENSG00000105339,protein_coding,DENND3
ENSG00000105341,protein_coding,DMAC2
ENSG00000105355,protein_coding,PLIN3
ENSG00000105357,protein_coding,MYH14
ENSG00000105364,protein_coding,MRPL4
ENSG00000105373,protein_coding,NOP53
ENSG00000105374,protein_coding,NKG7
ENSG00000105376,protein_coding,ICAM5
ENSG00000105379,protein_coding,ETFB
ENSG00000105392,protein_coding,CRX
ENSG00000105397,protein_coding,TYK2
ENSG00000105398,protein_coding,SULT2A1
ENSG00000105401,protein_coding,CDC37
ENSG00000105402,protein_coding,NAPA
ENSG00000105404,protein_coding,RABAC1
ENSG00000105409,protein_coding,ATP1A3
ENSG00000105419,protein_coding,MEIS3
ENSG00000105426,protein_coding,PTPRS
ENSG00000105429,protein_coding,MEGF8
ENSG00000105438,protein_coding,KDELR1
ENSG00000105443,protein_coding,CYTH2
ENSG00000105447,protein_coding,GRWD1
ENSG00000105464,protein_coding,GRIN2D
ENSG00000105472,protein_coding,CLEC11A
ENSG00000105483,protein_coding,CARD8
ENSG00000105486,protein_coding,LIG1
ENSG00000105497,protein_coding,ZNF175
ENSG00000105499,protein_coding,PLA2G4C
ENSG00000105509,protein_coding,HAS1
ENSG00000105514,protein_coding,RAB3D
ENSG00000105516,protein_coding,DBP
ENSG00000105519,protein_coding,CAPS
ENSG00000105520,protein_coding,PLPPR2
ENSG00000105538,protein_coding,RASIP1
ENSG00000105552,protein_coding,BCAT2
ENSG00000105556,protein_coding,MIER2
ENSG00000105568,protein_coding,PPP2R1A
ENSG00000105576,protein_coding,TNPO2
ENSG00000105605,protein_coding,CACNG7
ENSG00000105607,protein_coding,GCDH
ENSG00000105612,protein_coding,DNASE2
ENSG00000105613,protein_coding,MAST1
ENSG00000105617,protein_coding,LENG1
ENSG00000105618,protein_coding,PRPF31
ENSG00000105619,protein_coding,TFPT
ENSG00000105639,protein_coding,JAK3
ENSG00000105640,protein_coding,RPL18A
ENSG00000105641,protein_coding,SLC5A5
ENSG00000105642,protein_coding,KCNN1
ENSG00000105643,protein_coding,ARRDC2
ENSG00000105649,protein_coding,RAB3A
ENSG00000105650,protein_coding,PDE4C
ENSG00000105655,protein_coding,ISYNA1
ENSG00000105656,protein_coding,ELL
ENSG00000105662,protein_coding,CRTC1
ENSG00000105669,protein_coding,COPE
ENSG00000105671,protein_coding,DDX49
ENSG00000105675,protein_coding,ATP4A
ENSG00000105676,protein_coding,ARMC6
ENSG00000105677,protein_coding,TMEM147
ENSG00000105679,protein_coding,GAPDHS
ENSG00000105695,protein_coding,MAG
ENSG00000105696,protein_coding,TMEM59L
ENSG00000105697,protein_coding,HAMP
ENSG00000105698,protein_coding,USF2
ENSG00000105700,protein_coding,KXD1
ENSG00000105701,protein_coding,FKBP8
ENSG00000105705,protein_coding,SUGP1
ENSG00000105707,protein_coding,HPN
ENSG00000105708,protein_coding,ZNF14
ENSG00000105711,protein_coding,SCN1B
ENSG00000105717,protein_coding,PBX4
ENSG00000105723,protein_coding,GSK3A
ENSG00000105726,protein_coding,ATP13A1
ENSG00000105732,protein_coding,ZNF574
ENSG00000105737,protein_coding,GRIK5
ENSG00000105738,protein_coding,SIPA1L3
ENSG00000105750,protein_coding,ZNF85
ENSG00000105755,protein_coding,ETHE1
ENSG00000105767,protein_coding,CADM4
ENSG00000105771,protein_coding,SMG9
ENSG00000105778,protein_coding,AVL9
ENSG00000105784,protein_coding,RUNDC3B
ENSG00000105792,protein_coding,CFAP69
ENSG00000105793,protein_coding,GTPBP10
ENSG00000105810,protein_coding,CDK6
ENSG00000105819,protein_coding,PMPCB
ENSG00000105821,protein_coding,DNAJC2
ENSG00000105829,protein_coding,BET1
ENSG00000105835,protein_coding,NAMPT
ENSG00000105849,protein_coding,TWISTNB
